H,W,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
78,80,2.9,1.2,5.3,9.7,8.2,8.2,7.9,4,9.7,1.4
85,76,2.3,8.8,6.8,9.9,8.3,6.5,4.5,2.3,9.2,6
92,89,8,4.9,7.6,2.2,4.2,3.9,7.8,2.9,9.6,9.6
77,90,2.8,5.6,7.7,9,9.2,8.6,3.4,3.1,4,7.4
82,79,1.8,8,4.3,3.7,1.2,3.2,5.5,4.6,9.9,9.1
80,86,9.7,4.6,6.3,4.8,2.8,5.9,4.6,3.9,1.7,7.1
97,97,1.9,3.7,6.9,7.4,9.3,3.4,2.7,6.9,5.1,6
86,83,5.2,2.6,8.7,8.7,4.6,9.2,5.5,1.9,5.4,8.7
89,95,1.2,1.1,7.2,2.1,3,5.8,3.5,3.6,3.1,2.5
83,86,1.6,1.5,9.3,2.7,4.7,4.3,2.4,5.5,8.5,7.4
92,88,9.3,7,9.1,8.1,5.9,1.6,7,7.9,3.5,7.1
81,87,9.9,7.5,9.2,2,4.6,1.3,6.8,6.6,2.6,5.4
91,90,2.8,8.7,2.1,5.4,9.5,3,4.2,4.2,4.3,4.8
80,81,2.9,8.6,4.9,4.6,2.8,3.7,9.4,6,4.3,8.4
89,77,8,7.9,3.9,1.3,5.7,2.8,1.4,2,1.1,4.9
93,92,7.8,7.6,5.7,4.5,2,2.8,2,8.2,4.5,8.7
90,87,9.8,4.2,6.6,5.5,1.1,7.3,6,5,1.4,4.5
97,78,6.5,4.8,5.3,3,9,7.2,9.8,2.7,2.2,8.4
78,95,2.1,8.9,7,6.6,4.6,1.5,7.3,4.7,2.5,7.7
91,81,2.9,2,7.5,7.8,6.3,1.6,6,3.4,9.2,4.8
93,95,2.7,3.1,5,8.1,2.1,7.6,1.5,7.1,9.3,9
80,76,5.4,9.1,5.7,5.6,4.6,2.3,2.4,3.5,2.4,4.6
95,87,7.3,3.8,7.8,9.4,2,8.3,9.9,4.5,7.5,4
89,89,4.6,3.7,1.1,7.2,8,3.3,9.1,5.1,4.6,6.4
87,90,7.7,1.6,6,3,1.5,3.5,4.1,6,7.7,1.2
92,99,4.8,8.4,7.5,8.4,6.3,3.6,5.1,3.7,9.6,5.8
87,100,5.2,5.2,2.2,3.4,3.4,8.1,6.4,6.1,6.7,9.2
87,99,6,1.5,4.4,1,5.1,8,2.8,1.9,5.9,2.7
87,98,3,5.6,1.8,7.1,1.7,8.6,5.1,4.4,1.6,9.4
100,92,9.7,2.7,4.5,7.8,6,6.4,5,9.6,1,8.7
93,77,5.4,3.2,4.9,3.5,1.4,9.4,3.1,3.8,8.8,3
82,98,6.6,8.8,5.6,8,4.7,8.5,9.4,5.8,6.4,1.6
85,99,9.9,6.9,4.4,6.2,7.5,2.5,3.8,3.7,8.3,6
90,88,8.1,7.4,7.5,2.9,7.4,6.3,5.4,2.3,4.8,1.6
91,91,2.7,9.8,8.3,6.1,9.1,3.6,7.8,2.6,4.1,9.5
80,99,8.3,5.2,6.4,3.5,6.3,3.4,1.9,1.8,5.8,7.1
77,85,6.3,7.6,2.5,6.8,1.3,5.6,3,8.2,6.5,8.6
100,88,8.5,6.2,7.2,7.8,4.5,1.8,6.8,6.8,4.5,5.8
81,96,9.1,4.2,2,5.1,7.6,6.1,6.6,6.1,2.5,9.1
91,85,1,3,7.8,9.7,4.1,2.6,4.8,4.8,5.4,9.9
89,99,5.6,3.2,2.5,3.9,6.6,5.3,4,8,4.1,4.9
88,95,7.6,1.8,6.5,5.2,6.9,9.9,3.6,1.1,8.7,7.7
80,86,9.6,2.2,3.1,9.6,6.5,2.2,6.8,2.2,3.9,3.6
76,91,4.4,5.3,3.4,6.5,8,2.8,7.9,3,2.1,9.8
93,78,2.3,3.8,4.5,1.7,8.3,6.9,8.3,8.8,5.3,7.1
89,80,8.3,2.8,7.4,7.9,7.2,5.8,7,8.9,1.8,4.8
98,96,8.9,5.6,6.1,7.1,8.5,4.3,8,4,9.1,2.9
86,87,8.4,3.7,5.1,7.5,7.4,9.5,5.1,3.3,5.4,5.9
81,88,9.2,1.4,3.7,5.6,7.1,1.8,7.8,9.4,1.8,7
82,97,7.4,3.4,7.5,8.1,6.9,9.8,3.5,9.8,8.6,4.4
86,78,2.9,9.7,7.3,2.9,7.9,4.6,2.8,2.7,9.1,8.9
93,91,1.1,6.9,9.8,3.3,6.7,1.5,7.9,2.7,7.5,3.4
90,82,3.3,6.1,6.3,9.6,5.4,3.7,2.1,2.2,6.4,5.6
88,94,2,9.3,8,8.1,1.7,5.5,8.6,7.3,2.3,6.6
88,94,2.4,2.5,5.6,8.2,7.6,1.6,7,2,1.8,3.3
77,81,3.8,9.9,6.2,6.6,6.3,2.9,8.7,2.2,7.3,2.9
84,95,4.7,9.4,1.5,1.6,5.6,2.3,5.8,7,2.7,2.1
93,92,9.1,8.5,3.5,7.7,7.1,8.8,7.1,1.7,8.8,3.5
81,82,1.1,6.7,2.1,7.1,2.8,1.4,6.1,1.5,2.1,2.7
99,87,8.9,2.9,9.2,6.6,1.9,1.6,4.7,2.1,1,4
90,85,8.6,1.4,4.2,1.9,2,7.8,2,1.1,8.7,7.3
91,88,1.6,3.4,6.3,8.9,2.6,2.5,1.6,2.2,9.5,8.9
83,90,9.5,1.5,9.5,6,1.1,5.4,1,2.1,1.6,6.4
78,98,9.5,1.7,6.8,3.7,9.2,9.9,1.9,8,6.3,5.1
97,86,8.1,5.7,5.2,2.1,7.6,5.2,4.4,3.2,6.1,1.9
95,83,8.3,9,3.9,7.6,2,2.4,8.7,2.9,4.8,8.9
82,95,7.3,4.4,6,4.7,8.8,8,1.6,1.8,9.9,1.4
94,95,9.4,9.8,2.7,8,7.1,4.1,8.7,3.2,3.3,1
89,86,9.8,8.3,3.7,8,5.1,8.9,7.1,6,8.5,2
75,93,7.1,6.7,4.6,2.5,3.8,8.5,9.4,7.3,4.4,2.9
90,80,5.2,9.1,3.3,5.1,4.3,9.7,8.4,7.3,2.2,1.6
95,93,10,4,8.9,9.5,4.5,6.9,9,2.3,8.4,5
90,78,7,1.3,5.6,2.4,4.4,5.4,1.4,4.9,4.3,4.8
79,97,5.6,1.9,2.3,7.2,3.7,7.8,7.1,7.9,6.3,5.4
99,86,5.6,6.7,2.4,5.9,4.6,6.8,5,4.5,8.7,7.1
97,93,7.2,5.7,2.8,8.9,4.2,1.8,1.9,4.9,9.3,9.6
79,78,1.8,1.7,4.4,6.6,3.8,4.1,3.6,6.1,9,4.5
76,78,1.8,4.8,2.8,3.3,6.7,9.1,7.9,2.6,3.5,6
88,85,5.3,3.3,7.1,3.4,5.7,8.8,1.6,4.5,5.9,6.5
88,94,6,8.2,4.6,5.6,3.7,1.3,4,8.5,4.3,8.3
97,80,9.1,3.9,9.6,9.4,8.3,2.6,8.7,3.8,5.8,7.7
81,94,5.2,2.6,1.8,3.2,9.9,6.1,2.5,6.3,10,6
91,97,2.2,8.3,7.4,1.3,3.7,6.8,2.5,5.9,8.2,8.3
82,85,1.9,7,7.6,4.2,1.7,4.5,6.7,7.2,4.3,3.8
92,84,5.9,8.3,5.4,5.8,8.7,6.4,7.5,2.2,1.7,8
97,79,9.6,8,9.6,9.5,2.4,9.5,5.9,2.6,1.7,5.3
91,95,8.8,5.5,3.3,9.1,9.6,7.5,9,7.5,7.6,2.2
79,91,7.3,7.1,5.7,8.8,1.9,7,5.1,9.6,1.4,5.8
97,95,2,4.1,3.3,2.8,9.1,5.5,4.8,2.8,7,1.6
82,95,7.1,6.4,9.1,5.3,3.4,2,2.9,4.8,6.8,3.3
88,87,6.1,1.7,3,8.5,3.1,7.3,8.1,5.6,8.8,4.9
78,92,7.5,5.5,9.2,1.5,1.6,2.7,6.3,9.6,7.6,8.5
99,99,8.7,4.3,2.8,8.8,9.3,9.9,1.6,9.5,9.6,3.3
76,83,7.5,4.8,4.6,4.8,2.6,6,7.9,7.7,3.3,4.7
79,88,8.9,3.8,2,8.4,5.2,8.5,4.7,7.9,8.8,9.8
91,88,4.8,4.3,6.7,1.8,1.4,6.5,8.1,7.9,5.1,8.8
76,86,4.9,2.8,2.1,3.6,1.1,7.9,4.4,4.2,7.9,2.1
76,99,2.8,3.7,3,5.1,9.5,1.1,10,5.9,9.7,7.5
85,80,4.2,7.6,2.4,2.3,7.9,2.3,5.2,9.1,7.8,3.6
84,88,2.2,8.4,5.3,6.1,1.6,6.5,7.7,1.4,7.8,2.2
99,96,3.5,5.5,5.5,5.5,1.6,3,2.3,1.4,7.8,5.1
90,87,9,5.8,4.4,4.7,9,2.7,9.4,5.6,3.6,3
92,99,9.9,6.7,4,8.5,3.6,8,2.2,4.9,3.7,5.9
89,89,7.5,7.3,1,5.1,2.2,7.3,5.2,6.4,1.7,9.2
81,80,4.1,3.9,1.8,2.9,9.4,4.1,7.8,9.7,3.5,2.6
89,97,7.5,5.4,9.5,8.5,9.8,9.7,3.6,3.3,10,2.9
80,82,4.1,9.6,1.8,8.6,6.1,3.9,1.7,6.7,8.3,7
96,91,1.8,1.7,5.4,8.5,2.7,9.7,4.5,5.3,9.3,1.9
90,81,8.3,5,4.5,2.6,7.1,2.7,9,8.7,7.3,4.8
86,83,1.5,2.3,4.7,4,3.8,2.2,1.7,3.1,1.8,1.2
88,92,9.5,3.3,4.2,9.9,3.7,4.1,5.2,1.9,5.5,6.7
85,95,8.5,5.9,8.7,4.4,9.4,6.5,9.5,6,7.9,6.7
82,81,8.2,9.5,1,2.9,8.8,2.7,9.1,2.7,2.6,9.7
99,99,1.2,2.9,1.8,2.4,8,4.7,4.7,2.1,1.3,3.2
89,88,5.1,3.2,9.2,7,8,2.6,7.4,8.1,4.9,9.1
78,77,7.1,5.8,3.9,1.1,7.2,1.3,9,2.1,5.3,5.5
91,91,7.4,7.7,6.7,2.4,5.4,9.4,2.1,7.9,2.3,1.3
88,95,8.6,7.4,6.9,6.6,1.3,9.5,1.8,1.9,7.4,8.6
85,89,6.6,4.6,5.1,6.6,6.1,5.3,8.1,1.1,8.1,2.8
97,91,1.3,5.8,7.6,5.2,3.1,5.9,7.9,7.2,8.2,9.2
96,85,6.3,6.1,2.7,9,6.7,9.3,8.7,1.4,5.8,1.8
99,92,3.2,7.4,9.8,7.3,1.7,3.5,4.7,9,9.1,6.3
99,97,1.6,1.4,6.8,8.1,9.5,9.3,7,7.3,5.2,2.8
79,83,7,3.8,8.4,7.5,3.7,3.6,6.6,6.2,3.9,9.5
79,80,1.9,8.5,1.6,1.5,5.1,7.4,9.2,2.2,1.3,8.6
81,95,2.9,8.4,1.6,5.2,8.4,1.9,8.8,5,1.5,4.8
78,99,5.1,3.6,1.1,2.5,3.1,6.8,1.2,8.6,3.6,9.3
92,93,4.9,1.8,7,3.6,3.2,4.6,3.4,6.5,5.8,9.8
88,81,5.1,2.9,9.4,6.6,3.6,4.1,2.6,6.5,7,9.2
76,92,6.8,9,1.8,8.1,4.2,7.1,3.2,1.4,1.8,6.1
90,82,9.6,7.2,3,6.4,9.8,7.6,1.3,5.4,4.9,2.1
94,82,4,8.6,7.2,3.7,2.1,6.3,5.1,5,2.9,5.2
91,76,1,4.2,1.3,2.6,2.2,4.4,1.9,1.5,5,1
75,90,3,8.1,2.2,3.7,1.5,4.3,5.8,4.1,5.6,2
78,80,1.7,9.9,2.5,4.7,6.5,9.2,8,4.1,1.8,6.6
99,86,7.6,5.4,6.6,7.5,1.1,2.4,2.3,9.2,6.9,9.3
80,83,10,2.3,3.4,5.8,4.9,5.3,3.1,9,1.7,9.1
94,99,8.7,4.9,1.4,7.6,4.7,3.2,1.8,1.3,8.6,3.8
97,96,6.2,6.9,8.4,3.9,7.4,1.2,2.2,5.3,6.8,1
87,94,2.8,7.9,7.4,6.6,9.7,9.8,9.6,8.8,7.6,3.1
75,88,5.9,3.4,7,8.7,9.7,8.2,8,9.2,8.3,6.9
76,79,2,9.4,8.8,3.2,6.8,8.1,8,4.7,7.7,10
98,88,4.9,1.4,5.5,9.3,9.8,3.8,8.2,4.1,9,8.6
96,83,2,6.7,4.9,4.6,7.6,7.4,8.4,3.2,9.8,6.6
99,84,2.6,4,5.1,1.7,2.1,8.7,2.8,9.1,7.4,8.2
100,84,6.6,7.7,3.2,7.5,8.5,5.6,2.6,5.8,5.4,3
99,79,10,6.6,8.3,3,2.1,2.6,1.9,9.5,9.4,4.4
77,81,2.5,7,3.3,4.1,7.8,6.7,1.1,9.1,1.4,5.1
79,76,3.4,3.8,6,6.9,5.8,4.5,3.2,5.3,5.3,8.9
96,89,6.3,3.6,7.5,3.3,8.7,3.8,9.4,9.4,5,8.6
95,89,2,3.1,6.9,3.6,2.2,4.6,4.6,8.1,5.9,2.5
84,96,5.2,7.8,1.1,2.6,6.2,5.5,7.1,9.4,6.8,4
98,97,6.8,8.7,8.9,2.4,2.8,5,8.3,3.7,9.4,4.2
92,98,9,10,5.4,9.2,2.4,7.5,9.4,5.8,8.6,3.4
79,76,8.3,1.3,6.4,9.6,3.3,3.2,5.4,1.6,5.2,2.8
87,78,6.5,8.9,8.1,7.9,6.7,7.5,4,3,8,1.8
89,96,9.4,2.7,8.5,9,5.8,1.6,1.3,9.5,7.4,6.9
85,91,6.3,7,1,1.9,3.8,6.8,7.5,2.9,7.3,9.8
92,76,3.6,2.4,7.6,5,6.5,7.9,7.5,6.1,6.6,8.8
95,83,9.7,5.4,2.9,7.6,2.2,4.7,4.6,7.6,8.1,2.5
95,85,2,7.2,8.9,1.1,7.5,6.4,9.9,3.8,4.3,7.6
97,80,4.5,8.7,5.2,10,5.4,5.6,2.8,2.4,7,3.5
96,98,6.8,5.6,5.9,2.3,9.2,9.9,8,3.5,3.9,2.2
90,78,6.6,3.1,6.6,4,8.4,6.7,4.1,7.3,5.9,3.3
83,97,3.6,4.1,4.4,5.5,4.2,4.2,5.9,2.7,7,2.1
82,97,7.6,2.4,6.7,7.9,2.2,3.5,2.7,7.7,7.5,8.7
93,86,2,5.6,9.1,8.3,3.8,2.4,5.7,8.9,6.9,6.7
85,79,1.4,7,2.9,1.1,4.3,9.8,6.9,5.6,5,4.5
98,75,9,9.5,9.3,4.5,9.7,2.2,4,4.5,8.4,8.2
79,96,5.3,8.6,6.1,1.2,2.2,7.5,6,6.3,4.4,4.5
77,100,2,1.2,3.8,7,3.8,8.1,4.3,1.7,7.5,6
99,78,1.6,6.9,8.1,1.8,8.4,7.1,5.7,2.2,3.8,5.6
76,76,1.6,8.2,6,9.7,8.3,9,8.5,7.7,6.9,9.9
81,97,9.8,8.5,5.2,3.1,5.4,3.5,1.6,2.1,6.7,4.5
79,100,4.5,7.7,9.6,4.4,7,1.7,9,4.7,1.2,1.3
85,96,2.8,8.7,4.9,5.2,7.6,5.4,7.9,7.6,8.1,3.5
93,87,8.5,7.1,6.7,8.3,8.4,7.6,2.1,8.1,8,5.7
86,84,3.4,4.3,2.4,1,6.7,2.8,10,7.6,9,5.2
95,85,4.5,6.5,6.5,1.2,6.1,7.5,5.1,4.3,8.2,7.5
96,88,7,2.6,5.6,8.3,8.2,7.4,6.2,7.2,2.8,7.3
97,75,4.8,6.6,3.6,9.7,9.2,5.2,2.7,4.4,8.4,5
75,96,8.4,3.9,4.8,9.9,1.9,9.7,3.2,10,6.5,3.9
98,99,5.9,9.7,2.5,5.8,8,5,9.2,6.6,2.4,8.4
95,94,1.8,7.6,6.5,1.9,7,7.6,7.1,9.7,5.7,4.8
87,76,6.3,6.3,7.8,7.5,1.7,4.2,3.7,7.6,1.6,6.1
78,78,2.1,4.6,3.8,2.6,7.9,6,2.5,4.1,8.9,3.6
89,82,3.4,2.8,2.3,6.5,6.9,5.2,4.8,7.2,4.4,2.5
75,96,5,5.3,8.6,2.6,6.7,6.1,8.9,7.5,6.9,1.5
80,78,1.9,2.7,6.3,7.4,5.3,7,3.8,2.8,1.2,1
96,98,2.1,8.1,7.6,2.6,6.6,1.7,8,9.6,1.5,9.2
78,78,3.7,3.8,3.4,1.5,3.3,7.3,8.7,9.3,9.8,4.1
80,86,2.5,7.2,8.6,8.7,3.2,2.8,8.7,7.3,4.6,9.8
97,80,8.6,5.3,4.6,7,3.8,7.4,6.3,4.2,3.5,7.8
94,82,7,4.7,8,7.3,8.6,6.5,9.3,1.9,7.7,2.6
99,79,5.2,6.9,9.5,8.9,6.4,3.1,8.2,7.7,4,4
92,94,5.5,7.5,5.4,7.7,9.5,4,9.9,3.7,4.2,3
92,90,2,4.8,3.1,2.4,8.9,8.3,6.4,2.1,6.5,7.8
90,87,7.5,3,1.5,3.3,6.8,8.3,6.4,9.4,6.5,4.1
80,79,7.1,7.1,9,3.9,1.6,3.9,3.7,4.4,4.1,7.5
81,78,4.9,4,5.4,7.7,2.7,8.2,6,1.5,3.4,5.4
100,93,5.6,8,3.4,2.6,9.7,7.7,1.6,6.5,8.7,6.3
76,86,9.4,1.2,6.1,6.5,3.7,4.6,2.5,5.3,8.3,9.5
79,81,7.4,1.2,4.1,2.5,10,6.6,7.4,8.8,2.1,6
93,95,5.5,6,6,4.2,3.3,1.3,1.6,6.8,6,4.2
76,77,8,6.9,7.3,3,7.7,4.3,5.4,8.1,3.7,4.3
90,87,6.1,9,6.4,2.7,5.6,1.2,1.1,7.8,4.5,8.6
93,83,6.6,6.9,9.2,9,1.7,1.3,8.5,8,1.3,4.4
97,98,3.2,6.6,6.7,6.2,3.2,2.4,3.4,4.7,7.4,1.7
95,97,7.1,1.6,8,2.6,8.8,3.4,6.9,7.3,8.7,2.3
82,83,4.9,5.2,3.6,7.5,9.2,2.1,6.9,10,5.6,6.7
95,85,4,5.9,1.3,2.9,5.4,8.7,6.4,7.4,4.9,3
81,99,1.6,3.5,3.7,4.3,9.3,7.2,8.6,6.1,4.1,8.6
82,100,7.4,4,2.8,9.4,9.4,1.9,1.5,7.6,3.2,4
95,88,9.8,4.2,6.4,9,7.5,2.3,9.7,5.9,1,8.8
99,90,4.7,6.8,5.9,4.8,8.9,2.7,7.5,9.9,1.7,5.4
92,85,6.7,2.4,4.3,5.8,3.2,7.6,2.2,8.5,5,7.3
93,82,2.8,2.2,4.7,1.5,8,9.9,5.2,8.3,2.2,6.6
81,95,3,7.8,2.3,5.5,4.6,3.9,5.1,2.8,4.6,7.3
81,91,7.2,7.6,7.4,2.9,9.7,7,1.2,1,2.6,7.8
83,87,4.2,4.1,6,6.7,1.6,7.9,3.3,8,8.6,3.3
97,78,5.1,6.6,9.8,2.3,6.7,9.6,1.2,1.6,9,8.3
99,100,5.2,3.4,3.6,9.1,3.1,7.9,7.5,8.5,9.2,4.1
75,85,2.3,3.8,7.7,4.5,5.8,1.7,1.1,4.6,2.6,7.4
90,80,2.8,9.2,3.5,8.1,7.1,5.2,8.5,5.4,8.6,1.8
91,75,3,3,4.2,8.8,5.9,5.6,1.3,3.5,2.5,7.8
84,85,2.4,8.6,10,2.3,6.1,4.6,3.9,2.6,4.6,9.9
90,89,8.8,6.3,3.5,5,1.3,3.2,8.3,5,4.1,1.1
78,95,2.5,9.1,1.8,1.8,9,3.2,3.9,4.8,4.4,4.2
94,100,9.1,2.8,6.6,4.5,2.7,6.2,1.6,9.2,9.5,3.7
100,95,8.5,2.7,1.3,4.5,7.9,5,9.6,7.7,8.1,5.6
89,99,2.4,3.8,5.9,9.8,8.4,1.3,9.5,9.3,1.6,1.6
84,95,2.9,6.5,1.8,2.2,7.2,1.7,4.7,9.7,10,1.3
94,94,5.4,1.5,6.1,1.9,8.3,7.5,5,8.9,1.3,1.9
77,98,5.3,7.1,5.4,1.3,8.6,8,2.2,7.1,9.6,3.8
75,88,1.9,8.2,3.6,6.7,6.8,3.1,3.2,1.4,2.6,9.3
98,86,3.2,1.2,7.4,9,2.8,7,4.5,9.5,2.1,3.9
99,77,8.8,8.7,3.8,6.2,2.2,7.7,5.4,3.6,8.9,6.7
96,78,1.8,9.7,6,5.6,7.6,7.8,8.7,5.4,7.1,1.9
96,94,1.6,8.1,2,5.1,5.7,2.6,5,8,8.2,3.7
95,85,9.4,3.1,3.3,7.2,3.7,5.1,4.6,6.1,9.9,9.6
77,92,3,2.7,4.2,8.9,3.6,9.6,8.8,6.8,8.3,4.3
95,96,4.6,1,9.2,3.1,3.1,3,7.4,7.4,9.5,3.7
100,86,1.5,7.3,7.3,4.6,5.6,1.3,2.9,1.6,6.9,6.6
83,86,2.1,1.5,4.8,5.5,9.6,7.2,6.8,5,2,8.4
93,81,5.3,7.4,4.2,4.2,2.4,2.2,8.7,2.5,2.7,7.8
86,87,5.5,9.1,1.6,1.1,7.6,2.6,8.9,2.2,3.3,6.1
96,85,5.5,4.7,8.6,2.1,6.1,6.2,8.3,7.5,8.8,5.8
76,99,9.1,5.6,7.8,1.9,1.5,8.6,8.3,7.3,8.9,3.9
90,96,5.4,4.8,4.1,3.2,3.4,3.1,4.4,2.8,1,5.9
89,100,6.4,1.5,4.3,6.2,6.3,6.3,2.2,9,1.2,2.8
92,93,8.1,1,8.9,6.8,4.6,6.9,9,3.4,5.2,3.7
96,92,5.2,7.7,3.4,3.6,4.3,6.1,4.6,9,9.3,4.3
94,99,8.4,4.9,5,2.5,8.4,5.1,7.1,9.1,7.6,4
92,98,1.2,8.5,6.1,8.8,8.6,5.6,6.5,3.1,1.1,6
81,92,5.1,1.6,9.8,2.5,7.2,2.2,7.7,9.7,3,3.5
77,94,6.1,5.8,4.1,9.2,2,9.6,9.7,1.8,9,9.2
86,98,1.1,8.3,2.1,6,9,8.5,7.2,9,3,1.9
87,99,7.9,1.4,1.7,6.3,7.6,9.7,8.6,5.5,6.8,5.8
88,86,8.5,2.6,5.1,7.9,9.6,8.4,6.5,6.8,1.5,6.9
81,86,7.4,8.9,2.1,3.1,8.6,5.9,4.1,6,5.8,2.2
96,79,7,6.9,4,3.7,6.3,8.8,3.6,3.7,9.5,3.4
94,95,5,4.8,4.5,2.4,4.9,6.9,4.2,2.6,1.1,5.7
80,78,8.5,8.6,3,6.1,9.7,4.4,6,1.6,8.6,9.9
90,89,3.5,3.3,3.1,6.8,9.2,3.1,1.5,2.6,3.7,7.9
96,81,5.8,5.9,8.6,3.6,1.1,5.8,9.4,1.1,6.2,5.2
87,92,8.4,6.4,6.8,7.2,3.7,4.2,2.5,8.5,1.4,2.5
77,85,3.3,1.9,8.1,5.1,7.8,6.2,9.1,2,2.2,9.5
78,85,2.2,1,2.3,9.1,9.1,2.5,4.8,1.1,5,1.2
100,79,7.9,7,8,4.4,1.8,6.6,4.6,1.1,2.9,8.7
94,99,4.1,8.8,3.9,8.5,6,4.3,9.3,8.8,6.3,2.2
100,97,1.6,8.7,9.5,1.7,2.1,6.8,3.6,2.7,4.3,6.2
77,86,2.4,2.7,4.9,2,5.6,1.2,3.3,6.4,2.5,5.9
84,96,8.1,1.7,6,5.7,8.9,5.4,6.1,5.5,2.2,8.6
96,86,4.5,4.8,3.5,10,1.5,1.1,7.6,6.4,7.3,2
91,98,3.7,3.9,2.8,2.1,7.7,7.8,5.4,4.5,4.4,9.7
81,97,2.9,6.3,6.2,6,7.9,2.4,1.7,1.2,8.8,8.4
78,76,8.3,3.3,6,2,1.1,5.9,1.8,6.5,5,2
78,84,7,1.3,2.2,1.4,5.3,6.4,1.5,1.5,9.4,4.8
93,96,5.4,4.3,9.9,2.9,3.2,2,2.3,1.5,3.1,1.5
81,99,7.3,7,5.4,5.3,9.4,2.5,7.3,2.3,7.6,9.7
97,84,7.6,4.6,8.2,8.6,5.9,4.9,8.8,1.5,2.7,8.5
79,92,8.9,1.4,2.7,6.1,7.4,2.2,2.4,2.3,2.4,5.6
81,93,7.6,5.9,5.8,4.2,3.1,4.2,5.7,7.9,4.2,3.4
97,99,5.2,1.6,6.1,3.3,6.7,4.2,8.6,8.3,1.4,3.6
84,97,9.4,7.1,3.2,7.5,6.5,2.4,1.8,6.1,2.9,8.2
88,95,6.4,3.5,2.4,5.6,9.7,8.5,2.7,5.9,8.8,9
96,82,8.6,5.8,3,5.7,4.2,6.3,4,9.6,1,3.4
100,79,5.3,6,6.4,3.6,8.7,3.8,1.7,8.3,9.7,5.2
93,100,7.9,4.4,7.7,9.1,1.9,3.1,9.8,8.1,9.3,5.8
97,98,8.7,1.1,7.6,8.4,7.4,7.2,4,8.6,1.8,9.1
89,91,1.3,5.7,5.6,6.5,9.2,3.3,2.1,6.8,3.8,1.1
93,89,2.4,8.1,9.5,4.7,7.6,9.6,1.8,7.3,6.5,8.9
98,95,1.7,3.1,3.2,8.3,9,2.2,7.3,7.6,5.4,4.2
81,77,1.8,5.8,7.3,9.7,2,5.9,3.6,5.6,8.4,8.1
98,93,9.5,3.1,4.1,8,6.1,7.8,7.3,4.2,1.2,8.4
88,83,6.9,9.6,1.1,4.8,1.6,2.6,4.8,5.1,9.2,5.8
97,76,3.9,9.2,7.3,4.2,4.6,3.9,8.9,5.6,7.1,8.7
80,87,9.3,2.4,8.2,4.2,3.1,1.5,6.5,2.7,9.8,3.8
100,78,2.7,4,3.7,5.9,3.2,2.3,1.3,6.7,6.3,9.4
93,97,3.5,9.7,7.5,8,3.1,7.5,2.1,4.7,2.7,7.9
96,91,7.8,7.6,3.6,6.7,8.4,5.5,5,4.3,8.5,3.3
80,88,1.5,4.2,1.3,1.8,4,9,5.8,9.8,4.1,3.8
92,77,8.2,5.1,8,5.6,3.5,8.3,1.9,9.1,8.3,8.2
95,95,7.6,1.9,8.3,4.7,9.4,1.1,9.6,4.1,4.9,3.5
94,88,5.9,9.6,2.1,7.8,7.4,3.3,6.6,6.8,3.8,7
99,76,7.3,9.9,8.3,5.1,2.5,6.4,3.7,3.7,5.5,4.1
86,83,9.6,4.3,3.6,6.9,2.8,9,1.5,9.9,7.6,9.5
81,79,9.1,3,7.4,5.6,4.7,5.1,3.9,7.5,5.6,6
76,97,8,2.9,5.1,2.7,3.7,9.4,2.8,10,8.3,7.9
93,96,3.7,9.5,4.3,8.3,8.4,1.8,1.8,8.6,2.2,5.7
81,87,3.1,1.1,8.9,3.1,2,8.8,6.9,5.9,5.9,4.5
82,81,5.3,2.8,5,9.6,2.7,7.7,9.8,8.7,1.9,4
81,82,8,1.3,3.5,6.6,4.8,3.2,5.3,9.3,8.6,7.8
99,86,6.7,8.9,8.2,7.1,4.4,6.4,6.7,5.4,8.2,2.2
82,98,4.4,5.5,7.2,10,1.1,3,3.7,3.3,4.8,3.9
96,95,4.4,2.7,6.1,9.6,9.8,9.2,8.8,4.4,7.8,6.7
84,84,7.5,2.5,5.6,2.6,6.6,3.8,7.5,9.5,2.7,9.5
94,88,2.4,7.1,8,4,2,7.6,1.1,8.2,3.8,4.8
93,95,1.5,8,3.8,9.5,1.4,6.8,3.5,3.8,4.9,4
96,91,4.9,8.8,5,8,3.7,9,1.7,7.6,4.3,7.6
94,76,8.8,9.3,3.6,5.5,5.8,8.9,1.6,7.6,2.1,9.6
81,88,6.8,7.3,9.9,1.8,3.2,5.9,3.4,3.4,5.4,9.4
83,81,3.3,1.9,5.6,6.5,1.5,1.5,5.8,1.7,6,8.1
90,91,8.9,2.7,1.6,8.4,9.9,8.9,4.7,8.5,8.4,9.3
81,84,8,4,3.3,4.7,9.5,5.3,4.7,8.2,5.2,4.4
83,93,4.6,4.4,4.2,7.8,5.5,7.8,4.4,8.8,6.4,6.6
86,89,6.9,3,8.5,4.9,5.6,3.1,6.9,6.8,6.2,9.4
79,99,8.9,7,6.1,9.5,8.9,8.8,2.2,9.9,1.9,5
88,75,3.6,3.7,1.1,1.1,7.6,9.4,2.8,6.8,6,2.6
93,99,9,3.5,4.5,3.9,8.9,2,5.2,3.6,7.5,9.2
76,99,8.7,8,3.7,4.5,9,2.3,8.8,1.4,2.9,1.7
92,89,2.4,4.8,9.2,2,9.7,5.3,1.1,8.3,4.9,7
100,98,1.2,5.8,8.5,4.5,9.2,2.3,3.8,8.6,3.4,10
