H,W,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
100,68,1.5,1.2,2.1,1.8,1.1,1.0,2.6,2.0,3.1,3.9
100,65,2.4,5.0,1.0,3.6,2.4,4.3,1.7,2.6,1.0,1.3
100,98,3.7,4.7,1.2,3.4,1.2,4.0,3.1,1.0,1.2,1.7
100,72,3.0,4.0,1.0,2.9,4.8,1.0,4.2,1.7,3.4,1.4
100,84,1.0,4.3,2.7,1.0,2.0,4.2,4.2,1.8,1.2,1.0
100,87,1.3,2.6,1.1,4.6,1.6,4.5,1.9,4.5,1.2,1.0
100,58,1.4,4.3,2.0,1.1,4.1,2.5,1.1,3.3,4.3,4.5
100,94,1.2,2.5,4.8,3.1,1.8,1.0,2.1,1.2,1.7,2.8
100,52,1.2,1.5,1.0,4.4,3.0,2.8,1.5,4.0,4.0,4.7
100,60,1.2,1.1,3.1,2.2,4.7,3.7,1.5,1.1,1.1,1.7
100,87,1.0,1.7,2.4,4.3,4.7,1.0,4.7,2.0,1.6,1.1
100,85,1.5,1.2,1.9,1.6,2.0,3.9,1.1,1.2,1.2,4.5
100,61,3.7,3.5,4.1,1.0,2.5,4.0,1.0,1.8,2.7,4.0
100,59,1.7,2.4,1.1,4.7,3.8,1.6,2.1,1.0,1.9,2.1
100,88,1.6,1.2,1.2,2.4,3.6,4.9,2.2,1.2,1.5,1.0
100,73,1.0,1.4,4.8,2.2,2.3,4.4,4.8,1.3,2.1,1.2
100,55,3.2,4.2,1.4,1.6,1.1,2.7,1.3,5.0,1.1,2.2
100,77,1.0,3.5,3.5,2.1,1.2,2.5,4.4,3.1,1.3,3.6
100,93,1.7,4.9,1.5,4.5,1.5,1.7,3.6,1.2,1.6,3.7
100,96,1.6,4.4,1.3,4.0,2.9,2.3,2.6,1.9,1.0,2.8
100,52,3.3,3.7,2.2,4.6,4.3,3.2,1.1,1.5,1.0,4.6
100,85,2.0,1.0,2.3,2.3,1.7,1.0,1.0,1.0,3.5,3.6
100,96,4.7,1.7,2.1,1.9,3.8,1.0,1.3,3.9,1.4,1.1
100,96,2.3,1.6,1.2,3.9,1.6,3.0,1.3,3.3,1.0,4.8
100,84,2.5,3.9,4.0,2.5,3.9,1.1,3.1,1.0,1.2,2.0
100,68,3.9,1.9,1.1,2.8,2.0,2.1,3.4,1.0,2.0,1.5
100,60,1.4,4.5,1.1,1.1,4.5,1.0,1.4,1.1,1.1,4.8
100,71,1.5,5.0,2.2,2.6,1.4,1.2,1.1,2.7,2.7,1.4
100,53,2.8,4.9,1.7,1.5,1.0,3.1,1.6,1.1,4.1,1.8
100,88,3.7,2.0,1.7,1.3,1.5,1.1,1.1,1.1,1.0,3.0
100,84,2.9,1.1,1.7,1.8,1.3,1.9,1.0,2.3,2.0,1.0
100,79,2.3,3.1,2.2,4.4,3.1,1.4,2.4,1.0,3.1,4.2
100,92,1.1,1.2,1.1,4.9,3.0,2.8,1.1,4.1,3.7,1.2
100,96,2.5,2.8,1.2,2.0,1.1,2.6,4.2,4.3,4.8,3.3
100,73,1.2,4.3,1.3,4.3,1.0,2.1,4.7,2.6,1.1,1.9
100,56,2.3,1.7,1.0,2.3,3.9,3.7,1.6,1.8,2.1,2.5
100,96,4.3,3.7,1.4,2.0,2.5,2.6,1.3,2.0,1.2,2.6
100,98,2.4,2.9,1.1,2.7,1.6,4.8,1.8,1.3,1.5,1.0
100,63,1.9,1.0,3.4,4.3,3.2,1.2,2.5,1.2,1.9,4.0
100,55,1.1,1.6,2.6,4.4,1.1,1.4,3.1,3.6,2.4,4.4
100,79,1.0,2.6,4.7,2.1,1.3,2.9,1.6,1.7,1.3,2.7
100,94,2.3,2.9,1.8,2.0,2.6,4.2,1.0,2.2,4.1,1.4
100,68,1.7,1.1,1.0,1.2,3.2,1.8,1.8,2.6,3.4,2.2
100,55,4.5,1.9,1.5,2.3,2.6,1.5,1.6,2.4,2.9,3.8
100,87,1.3,1.8,2.7,2.0,1.1,1.4,1.0,1.2,2.9,2.5
100,93,3.3,4.3,2.6,2.6,2.7,1.6,1.1,4.8,1.7,2.6
100,88,1.0,1.4,3.5,2.3,3.2,1.8,3.6,1.2,4.7,1.0
100,88,1.2,1.6,2.6,1.4,2.0,2.4,2.7,2.9,2.3,1.6
100,98,2.1,2.8,1.9,1.3,1.3,2.7,2.6,1.7,2.7,3.8
100,56,3.7,1.2,3.5,2.7,1.3,1.2,3.5,1.1,2.0,1.3
100,62,3.0,1.3,2.6,1.1,2.9,1.6,1.1,1.1,3.1,1.9
100,82,4.4,4.7,1.0,4.3,2.9,4.9,4.6,2.5,2.7,1.7
100,74,2.0,4.0,1.2,1.9,1.4,1.1,2.1,3.8,2.8,3.0
100,51,1.1,1.4,1.8,4.4,3.8,3.2,1.7,1.5,2.3,1.1
100,53,1.4,1.4,1.3,4.5,2.4,2.5,1.1,1.3,1.7,3.1
100,84,1.6,1.2,2.6,2.7,2.3,3.6,2.5,3.0,3.6,2.1
100,51,1.1,3.6,1.0,1.2,1.2,2.3,4.4,1.2,2.9,1.0
100,58,2.9,1.1,2.9,1.1,1.2,2.5,2.9,2.3,2.1,1.0
100,91,2.0,1.5,1.0,1.0,1.2,1.4,2.4,1.1,1.5,2.5
100,92,1.1,1.2,1.0,1.3,1.4,1.7,2.1,4.0,1.0,4.0
100,76,2.6,4.7,3.6,3.0,1.0,2.2,1.7,3.4,1.5,2.6
100,69,1.5,2.2,2.3,2.5,2.2,1.1,3.5,1.6,2.0,2.9
100,88,4.3,1.5,2.5,4.5,4.0,2.6,1.1,4.2,4.4,4.6
100,99,4.6,2.9,3.2,2.1,1.7,1.1,4.3,1.8,1.6,3.7
100,55,1.1,1.9,2.3,4.2,3.7,2.8,2.7,1.7,1.4,4.5
100,52,1.3,1.3,3.6,1.2,1.1,4.7,2.1,1.0,2.4,1.0
100,59,4.7,1.4,3.6,4.9,1.1,1.0,2.9,3.0,2.9,1.9
100,55,1.5,4.2,2.3,1.0,2.8,4.0,1.1,2.1,1.7,2.3
100,74,1.0,3.0,3.7,4.2,1.3,1.1,2.2,1.2,1.4,1.3
100,88,3.5,1.1,1.5,2.7,1.8,3.3,3.8,3.7,2.7,4.1
100,71,2.4,2.8,1.8,4.7,1.8,4.4,3.1,1.0,3.3,4.5
100,85,1.9,4.3,1.1,3.6,4.8,1.8,1.6,1.9,1.0,1.3
100,73,1.0,1.2,4.8,3.7,3.5,1.1,1.4,3.1,3.2,1.1
100,68,2.5,4.7,3.1,1.4,1.2,1.0,2.1,2.8,4.4,1.0
100,65,1.4,1.6,1.2,1.1,4.7,2.4,4.9,2.2,1.7,3.1
100,75,2.8,2.6,1.0,1.1,4.0,3.6,3.4,4.5,3.6,1.4
100,68,3.8,1.6,1.3,2.6,1.2,1.3,1.9,1.1,4.3,4.1
100,99,1.9,4.4,1.0,4.2,1.1,2.8,4.4,4.7,2.4,2.0
100,84,4.6,1.6,1.1,3.6,3.5,2.4,3.1,1.2,1.0,3.8
100,51,3.5,1.7,3.1,2.3,4.1,4.1,1.1,1.2,3.1,1.0
100,65,2.0,3.1,2.0,1.5,1.3,2.3,3.0,1.5,2.7,3.2
100,71,1.2,4.1,1.5,1.0,4.8,2.7,2.9,1.3,4.3,1.6
100,78,1.4,1.8,3.5,2.7,4.6,2.7,4.0,1.0,4.4,1.9
100,67,1.5,1.0,2.1,1.0,1.7,1.2,3.4,1.7,4.9,2.8
100,77,3.5,1.8,1.2,2.0,1.3,3.1,3.5,3.1,2.6,1.0
100,58,2.5,2.4,3.3,1.4,2.4,2.4,2.5,2.2,1.1,1.6
100,85,1.0,3.8,1.0,1.7,3.3,1.3,3.8,4.4,1.1,1.8
100,79,3.8,1.4,2.0,1.7,1.1,1.1,3.8,1.8,4.5,1.6
100,63,3.0,1.0,1.5,2.2,4.7,4.6,1.9,2.2,1.4,2.7
100,96,1.1,1.3,1.0,1.3,3.9,1.3,2.5,2.1,1.1,3.6
100,51,2.7,1.6,3.5,2.6,2.4,1.5,2.2,1.8,1.0,1.5
100,55,1.0,2.7,1.1,1.1,1.9,4.3,1.0,2.6,4.5,3.1
100,73,1.7,4.0,1.3,1.3,4.1,4.0,4.1,1.3,4.7,2.2
100,65,1.1,2.5,2.2,2.6,2.7,1.1,1.4,1.7,1.1,2.2
100,51,1.3,1.8,1.2,3.9,2.3,4.3,1.1,4.9,2.2,1.6
100,76,1.0,1.2,1.9,2.6,2.7,2.0,2.9,2.7,1.7,2.8
100,90,1.1,1.1,1.4,2.5,3.3,1.8,1.1,4.4,4.6,4.3
100,92,3.2,1.7,4.2,3.1,2.8,2.0,1.0,1.1,1.4,1.1
100,68,1.0,1.0,2.5,3.1,1.0,2.7,1.1,1.0,1.0,3.4
100,98,2.3,1.1,1.2,2.7,1.1,3.1,4.6,1.0,1.1,2.1
100,68,1.0,4.4,1.1,2.0,1.2,2.6,3.2,1.0,2.8,1.0
100,77,1.1,2.4,1.2,1.0,2.6,4.3,1.1,2.0,3.8,1.3
100,87,2.7,2.8,1.1,4.8,1.1,1.1,3.8,2.7,4.6,1.1
100,51,3.0,3.0,1.0,2.4,1.2,1.5,4.0,2.6,1.0,1.5
100,61,1.0,3.0,3.4,1.4,1.7,2.7,3.2,2.6,1.2,1.0
100,78,3.3,3.4,1.7,4.0,1.3,3.0,4.1,1.6,1.0,1.2
100,57,1.0,1.0,2.0,4.2,4.6,1.3,1.0,3.2,1.4,3.5
100,80,2.0,1.0,3.3,1.0,2.7,1.2,4.4,3.7,4.9,4.4
100,93,2.9,1.8,4.4,2.2,1.5,1.2,3.9,4.3,1.0,1.3
100,69,1.0,1.8,3.0,1.1,2.4,1.3,1.1,2.6,1.1,1.0
100,92,1.8,4.2,2.2,4.8,3.5,2.6,1.0,5.0,2.8,3.9
100,76,1.6,1.0,1.4,1.0,2.4,4.5,2.6,3.4,1.9,1.1
100,65,1.0,3.8,1.9,3.7,1.5,3.2,1.1,1.0,1.1,1.4
100,51,1.3,4.4,1.7,1.2,2.7,1.1,1.1,2.3,3.3,2.5
100,89,2.1,1.5,1.9,1.0,1.3,2.7,2.3,3.7,2.9,3.0
100,53,1.9,1.0,1.1,1.2,2.7,2.3,1.4,3.8,4.2,4.7
100,93,1.5,2.1,4.2,2.9,1.5,2.9,2.9,1.2,1.6,1.3
100,55,2.1,2.8,3.2,4.2,1.4,3.0,4.4,1.0,1.1,3.1
100,53,1.7,1.6,1.0,1.7,1.0,1.9,1.2,1.0,4.6,1.7
100,71,1.5,1.1,1.1,1.2,4.5,2.7,2.0,1.3,1.0,1.0
100,67,1.2,3.9,4.1,2.8,1.9,1.0,2.0,4.5,1.0,1.1
100,69,4.9,1.0,1.9,4.7,4.1,1.0,1.3,1.3,3.2,3.1
100,58,1.6,1.7,4.2,4.9,2.0,1.8,1.0,2.8,1.4,4.6
100,93,1.2,2.2,1.3,4.1,2.2,4.3,1.6,3.8,3.1,2.8
100,80,3.1,2.1,2.6,1.7,3.3,1.0,1.0,1.3,1.8,3.4
100,50,4.9,1.9,2.6,1.0,2.0,1.2,1.1,2.7,3.6,2.8
100,71,1.1,3.7,1.1,1.7,2.9,1.8,2.6,3.7,1.3,4.4
100,71,4.3,4.8,1.5,4.0,1.2,1.9,4.6,1.2,1.2,1.2
100,97,2.4,1.0,1.2,2.0,1.9,4.9,2.6,1.1,1.2,1.8
100,62,1.1,4.9,2.7,1.0,2.0,1.2,3.4,1.1,1.2,2.5
100,70,2.8,2.0,2.8,1.3,1.8,4.6,3.1,1.8,3.6,3.4
100,83,1.7,4.9,1.2,3.1,1.3,4.7,1.1,1.2,1.7,3.7
100,92,1.5,1.1,2.9,1.8,2.7,1.1,2.6,1.2,4.1,1.2
100,83,1.6,4.3,1.9,3.9,2.0,2.5,1.0,1.0,1.0,1.0
100,83,2.5,4.8,2.5,1.3,1.6,1.1,3.4,3.1,1.6,1.1
100,73,1.2,1.1,1.1,4.5,1.2,2.7,3.9,2.1,4.7,1.3
100,82,2.5,1.0,4.6,1.8,1.0,3.2,4.6,2.8,1.4,1.1
100,59,1.4,4.1,2.4,4.9,4.8,1.0,2.4,1.3,1.9,2.2
100,72,2.5,2.9,1.9,1.8,3.7,1.0,4.0,2.3,3.8,3.0
100,74,2.4,2.1,1.9,2.3,1.3,2.5,2.8,1.1,4.0,2.1
100,55,1.6,1.0,1.8,2.1,3.0,2.4,2.3,4.5,1.8,1.0
100,61,1.3,1.4,2.9,4.5,1.0,2.7,1.1,1.4,3.4,1.3
100,98,1.0,2.9,2.6,2.1,2.2,1.5,1.8,1.4,4.5,4.9
100,59,3.7,3.3,1.3,1.0,2.5,1.6,1.1,4.0,4.1,3.7
100,57,3.6,4.8,1.7,2.0,1.1,2.9,3.1,2.8,3.7,3.4
100,93,2.0,1.0,1.1,4.2,1.1,1.0,2.2,4.2,3.2,2.2
100,68,4.9,1.4,2.2,4.1,3.3,2.0,1.0,1.6,4.0,1.3
100,65,2.2,1.3,1.2,2.5,1.1,1.4,1.3,3.1,4.4,1.0
100,60,1.0,1.1,2.3,4.2,1.4,4.1,2.9,4.7,2.7,1.7
100,69,1.1,2.2,1.5,1.8,1.0,1.0,3.7,3.1,2.2,1.3
100,81,1.5,1.6,4.1,4.7,1.5,2.6,1.3,3.8,1.5,3.2
100,98,2.5,4.2,1.3,1.1,1.7,1.1,1.5,2.8,2.8,1.0
100,65,1.3,1.1,2.6,1.1,1.7,1.2,1.0,3.1,1.3,2.0
100,74,1.1,1.1,1.0,1.7,3.0,1.3,1.4,1.4,2.0,4.0
100,96,4.6,1.3,2.8,2.0,2.5,3.1,1.0,2.4,2.1,4.0
100,77,2.1,1.8,1.9,3.1,2.0,2.7,1.6,3.5,4.7,2.6
100,87,2.6,3.5,1.2,1.8,2.7,1.1,1.3,1.0,1.1,1.7
100,79,1.4,4.0,1.6,1.8,2.5,1.8,1.1,3.1,2.3,1.2
100,84,3.7,1.0,4.0,1.0,1.1,3.1,1.8,1.0,2.1,1.0
100,55,1.0,3.6,1.0,1.2,1.2,2.2,2.5,2.5,2.8,4.0
100,78,3.2,3.5,3.2,2.6,2.4,4.5,1.3,1.4,1.2,2.9
100,86,4.8,2.3,4.0,1.5,1.1,1.1,1.0,2.3,1.0,1.3
100,65,3.4,2.8,1.4,1.8,4.2,2.9,4.5,2.2,2.6,2.2
100,72,2.1,3.7,1.1,4.8,1.1,2.4,3.3,1.3,1.0,1.9
100,72,1.3,1.6,2.7,1.0,3.2,2.7,1.0,1.1,1.5,1.0
100,99,3.5,1.4,1.0,5.0,1.0,4.8,1.7,2.7,1.9,1.2
100,68,1.7,1.1,4.5,1.2,1.9,1.2,2.9,1.2,3.7,1.3
100,97,3.1,1.4,1.1,2.2,1.1,1.2,2.0,3.1,1.0,1.0
100,59,1.0,1.0,3.3,1.2,1.9,1.0,2.8,1.8,1.2,1.6
100,85,1.1,2.7,1.4,2.7,4.4,1.0,2.1,1.8,3.6,2.0
100,77,2.9,1.4,1.8,2.5,3.7,1.0,1.8,2.7,1.3,3.5
100,89,4.4,3.5,3.6,1.0,1.0,3.3,5.0,2.2,1.2,1.9
100,58,1.7,1.3,1.9,2.0,1.5,1.1,1.0,1.7,1.2,1.0
100,62,1.0,1.8,5.0,3.3,2.0,4.1,1.6,4.8,3.0,4.6
100,68,1.0,1.0,2.8,1.0,2.1,2.9,2.9,3.6,1.3,4.2
100,80,1.6,4.9,5.0,3.4,1.2,1.6,1.8,3.3,4.8,1.6
100,82,1.7,1.0,4.8,2.3,3.1,3.0,1.0,1.1,1.2,1.0
100,94,4.2,4.4,1.3,1.0,1.0,4.5,2.2,1.0,2.5,1.0
100,73,2.6,1.1,2.1,2.4,1.1,1.0,2.6,1.3,4.9,2.9
100,94,2.7,2.0,2.0,1.4,3.4,1.1,4.6,1.3,1.4,1.2
100,69,2.3,3.2,1.0,4.0,2.1,2.4,1.4,2.5,1.8,3.7
100,58,3.1,1.0,2.2,3.8,4.1,2.5,1.0,2.0,2.0,1.4
100,55,4.5,4.9,1.4,1.0,4.6,1.3,4.2,2.5,4.9,2.9
100,69,3.6,1.9,2.9,3.6,4.0,1.7,1.8,1.7,1.7,1.7
100,92,1.3,1.1,1.2,1.3,1.0,4.1,1.5,2.6,2.4,3.3
100,53,1.3,1.5,1.2,4.6,2.7,1.7,2.0,1.2,1.0,1.1
100,67,3.6,4.7,1.6,5.0,2.0,2.5,1.0,1.7,1.0,1.7
100,98,4.7,4.5,1.8,3.2,2.1,1.3,2.9,1.6,2.5,1.2
100,93,2.3,2.6,2.4,2.4,3.0,4.0,1.0,2.1,1.1,4.9
100,74,2.9,3.2,4.0,1.1,3.4,4.3,1.0,2.6,1.2,2.5
100,94,1.6,1.1,3.1,4.3,2.3,1.8,2.7,1.0,1.1,3.3
100,96,1.1,1.0,4.6,3.2,1.9,1.0,3.1,2.8,3.9,2.4
100,71,1.0,3.8,3.4,1.5,1.0,2.5,1.0,2.3,1.1,2.3
100,70,4.3,3.2,1.6,1.8,1.1,4.2,4.9,4.6,4.7,1.3
100,65,1.5,2.6,2.2,3.0,1.2,3.1,1.2,1.0,3.9,4.0
100,95,4.8,2.9,2.0,1.0,3.6,1.5,1.9,2.0,1.2,4.8
100,91,2.9,3.1,2.4,2.6,1.1,1.1,2.1,2.5,1.5,1.6
100,94,3.0,1.7,4.1,1.7,3.6,1.1,3.3,2.2,3.4,2.0
100,58,1.8,1.5,3.7,2.6,2.3,1.0,1.3,1.0,5.0,2.8
100,63,2.0,1.0,4.0,3.5,1.0,1.5,1.3,3.5,1.4,1.7
100,62,1.4,3.1,1.4,1.2,1.7,2.3,1.7,1.2,1.1,1.0
100,97,1.0,1.0,4.0,2.3,1.1,2.1,3.6,1.2,2.0,4.9
100,84,2.5,2.7,1.0,3.5,3.1,1.4,2.2,1.2,3.0,1.9
100,75,2.5,1.2,2.1,1.0,3.6,1.6,1.7,1.5,2.1,1.7
100,75,1.7,3.0,1.4,4.0,1.5,1.1,2.4,1.4,1.8,2.9
100,54,3.4,4.5,1.6,3.9,2.9,1.0,2.0,1.3,1.0,1.9
100,64,2.1,3.4,1.6,1.4,1.7,1.0,3.6,1.0,2.2,4.6
100,52,1.9,1.1,4.6,2.8,1.2,2.7,1.4,3.6,1.6,1.0
100,63,1.0,2.2,2.1,1.0,3.7,2.6,1.1,2.3,2.0,1.5
100,91,3.6,1.4,1.3,2.2,2.5,1.7,1.8,2.8,3.6,2.3
100,61,3.9,3.3,1.0,2.9,2.9,1.0,1.2,1.7,1.6,3.1
100,52,1.5,2.5,1.3,2.4,2.5,1.2,3.4,1.5,2.9,1.5
100,91,4.8,1.0,1.8,4.6,2.4,1.8,1.3,3.4,3.6,3.8
100,96,2.6,1.0,1.0,1.5,4.3,1.6,1.0,1.7,1.5,1.1
100,84,4.5,1.5,2.2,3.1,1.8,1.1,3.3,4.4,1.6,4.0
100,58,3.0,2.3,3.1,1.4,4.3,1.7,4.4,1.6,1.2,2.2
100,72,2.2,2.1,1.5,1.0,1.2,3.6,1.0,1.9,1.0,2.2
100,88,3.1,2.3,3.1,1.8,4.5,2.2,3.4,1.4,4.3,1.9
100,56,3.0,1.6,4.8,3.8,1.9,3.8,2.8,4.3,1.5,1.7
100,92,1.9,1.9,3.3,1.0,1.1,2.9,2.9,4.8,1.0,3.2
100,66,3.1,3.5,1.5,3.0,1.5,3.7,1.0,4.8,1.3,2.5
100,56,2.5,1.7,1.1,2.6,2.0,1.5,1.1,3.1,3.8,1.1
100,75,2.6,4.6,3.3,1.1,1.2,4.1,1.4,1.3,3.3,4.9
100,82,1.2,1.1,4.3,2.7,2.0,1.2,1.1,4.0,2.3,2.1
100,71,1.6,2.6,1.0,5.0,3.5,4.2,4.6,1.4,1.5,1.2
100,84,1.6,2.6,1.0,2.0,1.3,3.5,1.8,1.4,1.0,1.2
100,57,1.3,4.1,1.2,3.9,1.3,1.3,1.2,1.4,1.6,1.1
100,97,4.0,3.7,2.3,1.2,2.6,4.7,1.3,1.1,3.2,1.7
100,97,3.4,4.8,1.0,3.9,4.1,1.9,1.0,2.6,2.4,2.6
100,84,2.9,1.5,3.0,1.5,2.8,4.7,3.3,1.0,1.3,3.5
100,53,1.9,1.0,1.7,4.1,1.4,1.2,1.2,1.1,4.6,1.3
100,86,3.0,1.7,1.0,1.1,1.6,3.7,2.8,1.1,1.0,1.4
100,64,5.0,1.0,1.1,1.7,1.2,1.4,1.7,2.6,2.2,2.7
100,72,2.3,2.7,3.9,3.3,5.0,4.4,1.4,3.8,3.2,2.3
100,78,1.3,3.0,1.2,2.1,3.4,4.3,2.8,2.0,3.7,1.1
100,94,2.0,4.3,3.0,1.3,1.2,2.3,2.0,2.5,3.9,1.3
100,54,3.8,1.0,2.8,4.4,4.8,2.1,2.3,4.8,3.5,1.1
100,51,3.0,2.6,3.8,1.5,3.0,1.5,3.9,4.6,1.1,4.6
100,61,1.0,1.1,1.1,1.0,1.6,3.8,3.4,1.7,4.5,3.5
100,80,2.4,1.0,1.2,2.3,1.2,3.3,1.8,3.7,2.4,3.1
100,52,1.3,1.3,2.3,4.1,1.2,1.0,1.5,4.5,4.4,1.0
100,95,2.0,1.0,2.5,1.2,1.0,1.3,1.0,4.0,3.7,1.1
100,94,3.0,4.2,1.3,4.8,2.5,1.2,2.8,3.7,1.5,4.5
100,96,3.9,4.4,4.0,2.7,1.3,1.5,3.9,1.6,4.0,1.0
100,88,1.1,1.0,2.1,2.1,1.2,1.2,3.5,1.3,1.1,2.8
100,90,1.6,1.1,4.2,3.6,1.7,3.3,1.6,2.1,2.1,2.0
100,74,4.0,4.9,4.1,1.1,1.4,2.9,4.6,1.7,4.3,1.0
100,72,3.9,4.6,1.9,3.5,5.0,3.5,3.2,1.2,1.0,1.1
100,87,2.8,3.3,4.8,1.0,1.0,1.1,1.9,1.7,3.6,1.2
100,78,3.6,2.2,1.0,2.7,1.0,1.9,2.5,1.6,1.0,3.6
100,58,1.0,1.0,1.0,3.2,1.6,2.6,1.1,3.5,4.2,3.7
100,78,1.8,3.7,2.8,1.6,1.4,2.2,4.4,1.1,1.6,1.0
100,78,4.9,2.7,4.9,3.9,4.2,1.4,3.7,1.0,1.4,1.5
100,81,1.9,1.0,1.1,2.8,2.6,1.3,2.9,1.0,3.0,2.8
100,96,3.5,4.0,3.3,3.0,2.5,2.3,2.7,1.1,2.0,1.6
100,57,1.0,1.5,1.4,4.3,3.7,1.3,4.1,1.1,1.1,2.7
100,82,2.9,1.8,1.0,2.6,1.1,2.3,2.6,1.1,1.3,1.7
100,74,3.1,2.8,1.0,3.8,1.0,1.5,1.7,2.7,2.9,1.6
100,71,3.2,4.1,1.6,1.3,1.1,1.1,1.1,2.0,4.4,1.4
100,56,1.7,1.8,4.7,1.5,1.4,4.9,1.0,2.9,3.2,3.2
100,77,1.5,2.5,3.8,2.2,2.3,1.2,1.9,2.0,1.0,3.8
100,99,1.2,2.5,1.2,3.5,1.7,4.3,1.7,2.1,1.4,1.0
100,55,1.9,1.7,2.7,1.4,2.6,2.6,1.9,1.0,4.6,1.9
100,63,1.5,3.1,4.4,3.9,2.6,2.8,1.2,2.4,4.4,1.0
100,83,1.2,1.4,1.2,1.0,3.7,2.9,1.5,4.1,1.3,2.5
100,74,4.5,1.2,1.6,3.6,4.7,1.4,2.4,4.1,4.8,1.2
100,77,3.6,2.2,1.5,2.9,3.7,1.3,1.1,1.1,1.1,3.9
100,99,2.6,2.2,1.9,1.8,4.2,1.0,3.8,1.4,4.9,1.3
100,68,1.4,1.1,4.4,1.0,4.2,3.2,4.4,3.7,1.1,2.6
100,53,1.4,3.0,4.2,1.9,3.7,1.5,3.1,2.0,4.0,1.8
100,78,3.0,2.4,1.8,1.2,3.0,3.2,1.0,4.4,2.0,1.0
100,54,4.0,2.3,1.2,4.8,3.6,3.7,2.4,1.7,2.8,1.7
100,58,1.1,4.1,1.7,3.4,4.1,4.9,3.5,1.6,1.0,1.2
100,77,4.4,1.0,4.8,3.7,2.8,4.6,2.2,2.5,1.4,3.6
100,70,1.6,1.3,3.7,3.8,1.7,4.0,4.0,3.9,1.7,3.7
100,60,2.7,5.0,1.1,1.6,1.5,2.7,1.1,2.8,4.2,3.9
100,70,3.2,2.3,1.0,1.5,2.5,1.8,4.7,1.4,4.2,3.6
100,69,4.2,1.8,1.2,4.7,1.0,3.2,1.2,1.7,1.5,1.0
100,81,1.5,1.0,2.7,2.0,2.2,2.6,3.0,2.1,4.5,1.0
100,64,2.6,2.7,1.0,1.4,1.2,4.8,3.0,2.7,2.2,2.0
100,67,2.6,1.7,4.4,4.5,1.1,1.1,2.9,3.6,1.2,4.1
100,62,1.4,1.0,2.3,4.4,1.7,1.1,3.2,1.5,2.6,1.3
100,88,1.0,4.9,1.2,2.9,3.8,3.3,2.1,2.6,1.3,1.0
100,60,1.1,1.5,1.2,4.2,1.2,3.8,2.8,3.4,3.6,3.8
100,77,4.5,1.7,1.2,2.1,1.5,1.7,4.5,1.4,1.0,3.4
100,59,4.6,1.2,2.7,1.9,3.3,5.0,4.5,2.3,2.7,1.5
100,65,4.5,2.6,1.5,2.5,1.4,4.1,1.4,3.8,4.6,1.5
100,76,1.0,1.5,1.0,4.0,1.8,2.2,1.3,2.0,1.0,4.6
100,92,1.9,4.2,1.2,1.2,2.6,4.9,1.1,1.4,1.0,3.2
100,90,1.5,2.0,1.0,1.0,1.7,1.1,4.3,1.7,2.1,1.3
100,79,2.7,1.0,3.4,1.0,4.9,1.6,4.4,1.4,1.6,1.0
100,80,3.3,1.9,4.8,3.3,4.1,4.7,1.1,2.7,3.2,1.0
100,50,2.6,1.0,1.1,2.2,1.6,1.1,1.9,2.5,1.0,1.1
100,84,4.4,1.3,3.3,1.1,1.2,4.9,1.1,2.8,1.2,1.1
100,66,3.3,2.7,1.0,1.9,2.1,4.0,1.0,1.1,1.0,1.0
100,52,1.1,2.2,1.0,1.0,1.1,1.0,3.0,1.0,1.3,1.9
100,82,1.2,3.0,2.1,1.0,2.0,1.1,3.7,2.1,1.0,2.4
100,58,1.8,1.0,2.0,1.6,3.5,1.0,2.9,1.3,1.2,1.5
100,95,1.2,3.1,2.8,1.1,1.8,5.0,2.8,1.9,1.6,4.4
100,64,1.3,5.0,1.1,3.8,1.4,1.3,1.0,1.3,1.6,1.6
100,69,1.1,4.3,1.4,1.2,1.3,4.0,1.9,1.7,4.2,1.3
100,94,3.3,2.1,1.3,1.9,2.3,3.2,1.1,4.7,3.1,3.3
100,58,3.3,2.5,3.2,1.3,3.9,4.8,3.6,4.8,3.5,1.0
100,73,1.1,1.0,4.0,2.9,4.3,2.5,3.6,1.0,3.6,1.5
100,99,2.2,2.1,2.3,2.7,1.1,2.2,1.0,2.5,2.1,4.4
100,92,1.4,1.7,3.5,1.6,1.8,1.4,1.0,1.1,1.1,4.7
100,64,1.0,2.7,3.7,1.5,1.0,1.2,4.2,4.6,1.3,1.0
100,78,1.3,1.0,4.0,2.0,1.8,1.7,2.6,1.0,1.6,1.6
100,83,3.7,2.7,1.2,1.0,4.4,2.1,1.0,2.6,1.9,1.1
100,53,2.5,2.6,1.2,2.6,3.5,1.5,4.8,1.0,2.6,3.1
100,57,5.0,2.0,2.6,2.4,4.1,1.4,1.1,3.7,3.7,1.9
100,60,4.7,3.9,1.2,4.4,1.2,4.4,4.4,3.0,4.7,4.7
100,50,2.4,2.6,5.0,1.5,2.0,1.4,4.5,4.6,3.6,3.6
100,99,1.1,4.1,1.1,2.7,4.7,1.1,4.2,4.3,1.0,1.1
100,51,3.3,2.6,1.5,2.2,3.3,1.0,1.1,1.1,1.6,1.7
100,95,3.5,1.0,2.9,4.6,1.1,2.0,1.5,1.1,3.7,1.4
100,71,4.8,1.1,2.9,1.5,2.1,3.7,1.0,1.9,1.0,3.8
